tweet_id,timestamp,source,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,add_all,dog_stage,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,followers_count,retweet_count,retweeted,truncated
887101392804085760,2017-07-18 00:07:08,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,None,NoneNoneNoneNone,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.029704700000000007,True,31061,3200890,6167,False,False
886983233522544640,2017-07-17 16:17:36,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,NoneNoneNoneNone,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,35859,3200890,8084,False,False
886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,,,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,NoneNoneNoneNone,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True,12306,3200890,3443,False,False
886680336477933568,2017-07-16 20:14:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,NoneNoneNoneNone,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441727,False,22798,3200890,4610,False,False
886366144734445568,2017-07-15 23:25:31,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,NoneNonepupperNone,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,21524,3200890,3316,False,False
886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,NoneNoneNoneNone,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,28469,3200890,6523,False,False
885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,NoneNoneNoneNone,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,33382,3200890,7097,False,False
885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,NoneNoneNoneNone,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,36689,3200890,6683,False,False
885518971528720385,2017-07-13 15:19:09,Twitter for iPhone,,,,https://twitter.com/4bonds2carbon/status/885517367337512960,14,10,None,NoneNoneNoneNone,,,,,,,,,,,,,20788,3200890,3899,False,False
885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,None,NoneNoneNoneNone,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True,22367,3200890,4556,False,False
884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,NoneNoneNoneNone,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,68152,3200890,16439,False,False
884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,NoneNoneNoneNone,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,28514,3200890,6096,False,False
884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,NoneNoneNoneNone,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,24765,3200890,5100,False,False
884441805382717440,2017-07-10 15:58:53,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,None,NoneNoneNoneNone,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,27478,3200890,5856,False,False
884247878851493888,2017-07-10 03:08:17,Twitter for iPhone,,,,https://twitter.com/kaijohnson_19/status/883965650754039809,13,10,None,NoneNoneNoneNone,,,,,,,,,,,,,74423,3200890,21298,False,False
884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggoNoneNoneNone,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,20771,3200890,3128,False,False
883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,NoneNoneNoneNone,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,22349,3200890,3586,False,False
883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,NoneNoneNoneNone,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,46860,3200890,10407,False,False
883360690899218434,2017-07-07 16:22:55,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,NoneflooferNoneNone,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,22986,3200890,3825,False,False
883117836046086144,2017-07-07 00:17:54,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,None,NoneNoneNoneNone,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,golden_retriever,0.949562,True,Labrador_retriever,0.045947900000000014,True,kuvasz,0.00247094,True,37914,3200890,6949,False,False
882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,NoneNoneNoneNone,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,dingo,0.07341439999999999,False,24445,3200890,4122,False,False
882762694511734784,2017-07-06 00:46:41,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,NoneNonepupperNone,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True,28903,3200890,5134,False,False
882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,NoneNoneNoneNone,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,28382,3200890,6342,False,False
882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,NoneNoneNoneNone,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True,45880,3200890,12118,False,False
882045870035918850,2017-07-04 01:18:17,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,NoneNoneNoneNone,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,29900,3200890,5203,False,False
881906580714921986,2017-07-03 16:04:48,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,NoneNoneNoneNone,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.12701700000000002,False,24773,3200890,3533,False,False
881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,NoneNoneNoneNone,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True,51522,3200890,11099,False,False
881268444196462592,2017-07-01 21:49:04,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,NoneNoneNoneNone,,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False,23501,3200890,5358,False,False
880935762899988482,2017-06-30 23:47:07,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,NoneNoneNoneNone,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False,17346,3200890,2886,False,False
880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,None,NoneNoneNoneNone,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True,21734,3200890,3989,False,False
880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,NoneNoneNoneNone,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,29075,3200890,6546,False,False
880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,NoneNoneNoneNone,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True,27640,3200890,4436,False,False
880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,None,NoneNoneNoneNone,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,28150,3200890,4533,False,False
879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,NoneNoneNoneNone,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,22667,3200890,3642,False,False
879492040517615616,2017-06-27 00:10:17,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,NoneNoneNoneNone,,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,German_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False,23822,3200890,3323,False,False
879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,NoneNoneNoneNone,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True,107956,3200891,45849,False,False
879376492567855104,2017-06-26 16:31:08,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,NoneNoneNoneNone,,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True,17099,3200891,3261,False,False
879050749262655488,2017-06-25 18:56:45,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,NoneNoneNoneNone,,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1.0,tabby,0.311861,False,window_screen,0.169123,False,Egyptian_cat,0.132932,False,23022,3200892,4941,False,False
879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,NoneNoneNoneNone,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True,19317,3200892,2812,False,False
878776093423087618,2017-06-25 00:45:22,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,NoneNoneNonepuppo,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2.0,Italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,Ibizan_hound,0.0397246,True,19763,3200892,4319,False,False
878604707211726852,2017-06-24 13:24:20,Twitter for iPhone,,,,https://twitter.com/bbcworld/status/878599868507402241,13,10,None,NoneNoneNoneNone,,,,,,,,,,,,,30931,3200892,7582,False,False
878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,,,,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,NoneNoneNoneNone,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True,7913,3200892,1349,False,False
878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,NoneNoneNoneNone,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True,42876,3200892,7181,False,False
877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,NoneNoneNoneNone,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2.0,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True,71144,3200892,17300,False,False
877556246731214848,2017-06-21 15:58:08,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,NoneNoneNoneNone,,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1.0,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False,23258,3200892,3994,False,False
877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,NoneNoneNoneNone,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1.0,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,27907,3200892,5414,False,False
877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,NoneNoneNoneNone,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1.0,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True,27755,3200892,5880,False,False
